"/imudata/orientation/x_x","/imudata/orientation/x_y"
22.83565211,-0.1834485382,
22.91765213,-0.5329016447,
23.00065207,-0.1635481566,
23.08365202,-0.404193908,
23.16565204,-0.3507241011,
23.24865198,-0.2351168692,
23.33165216,-0.6960586905,
23.41465211,-0.6288487315,
23.49665213,-0.7746923566,
23.57865214,0.03085456043,
23.66165209,-0.8250827193,
23.74365211,1.334677339,
23.82665205,-0.9881291389,
23.90965199,0.5948996544,
23.99165201,2.815544128,
24.07465196,1.98045063,
24.15765214,3.088007927,
24.24065208,-3.285401106,
24.3226521,-4.513161659,
24.40565205,-0.8772637844,
24.48865199,-2.798087835,
24.57065201,-4.229825497,
24.65365219,-4.767331123,
24.73665214,-4.744787216,
24.82165217,-5.047536373,
24.90597606,-4.909010887,
24.98697615,-4.485152721,
25.06997609,-4.414147377,
25.15197611,-4.273603439,
25.23397613,-4.040616512,
25.31697607,-3.839977741,
25.39897609,-4.058052063,
25.48197603,-3.803400755,
25.56497622,-4.296720982,
25.64697623,-7.998297215,
25.72997618,-11.08716965,
25.81197619,17.4096508,
25.89597607,13.28007317,
25.97897625,14.78411388,
26.06197619,8.713796616,
26.14497614,8.087803841,
26.22597623,-8.08242321,
26.30897617,-5.722851276,
26.39097619,-2.705534697,
26.47397614,-0.8691562414,
26.55597615,8.914428711,
26.6389761,5.363390923,
26.72197604,-0.8709899187,
26.80397606,-4.354266167,
26.88697624,-3.234789371,
26.96897626,0.7925299406,
27.0519762,1.205730319,
27.13397622,-1.150663257,
27.21697617,-1.767408848,
27.29897618,-0.5646710396,
27.38497615,-0.4006232321,
27.47106314,-0.8991957903,
27.55206323,-0.5265027285,
27.63506317,-0.2710028291,
27.71706319,-0.4428982735,
27.80006313,-0.6064352989,
27.88306308,-0.2661465108,
27.9650631,-0.4836646318,
28.04806304,-0.6404633522,
28.13106322,-0.4371260405,
28.21306324,-0.6968913674,
28.29606318,-0.3109012246,
28.37906313,-0.6409049034,
28.46106315,-0.7396609783,
28.54406309,-3.425779819,
28.62706304,-0.893419981,
28.70906305,0.6208546162,
28.79206324,-0.6799616218,
28.87406301,-0.06278082728,
28.9570632,0.2644581199,
29.03906322,-0.5103532076,
29.12206316,-0.06641110778,
29.2050631,3.256378889,
29.28806305,0.11800614,
29.37006307,-1.472391844,
29.45206308,-4.075856209,
29.53506303,0.1706306338,
29.61806321,-0.01193041168,
29.70006323,-3.002392054,
29.78306317,-4.210131168,
29.86606312,-4.476597786,
29.95106316,-5.458805561,
30.03364801,-7.195043564,
30.1166482,-7.092516422,
30.19764805,-5.862716675,
30.28064799,-4.905159473,
30.36264801,-5.286086559,
30.44464803,-6.281506538,
30.52764821,-8.910024643,
30.60964799,-11.77314377,
30.69264817,5.437760353,
30.77564812,22.74435043,
30.85764813,7.751909256,
30.94064808,6.706701279,
31.02364802,-15.35512638,
31.10764813,-6.808701038,
31.18964815,-8.185922623,
31.27164817,-1.463995576,
31.35464811,-1.401820421,
31.43664813,1.954849362,
31.51864815,1.216299891,
31.60064816,-0.7767104506,
31.68364811,-2.444645405,
31.76664805,0.8222734928,
31.84864807,0.1210033074,
31.93064809,-1.398586512,
32.01364803,-1.40687263,
32.09664822,-0.5265721083,
32.17864799,-0.4287463725,
32.26164818,-1.051364899,
32.34464812,-1.015277505,
32.42664814,-0.5438170433,
32.51264811,-0.5699022412,
32.59838915,-0.5789263844,
32.68038917,-0.4974443614,
32.76338911,-0.4852743149,
32.84438896,-0.6960038543,
32.92738914,-0.940699935,
33.01038909,-0.6282980442,
33.09238911,-0.6059681177,
33.17538905,-0.8753644228,
33.258389,-0.7959415913,
33.34038901,-0.7641835809,
33.42338896,-0.4628947675,
33.50638914,-0.7560012341,
33.58838916,-0.5311940312,
33.6713891,-0.2739163339,
33.75438905,-0.4657304287,
33.83638906,-0.465300709,
33.91938901,-0.4150224924,
34.00238895,-0.5558488369,
34.08538914,-0.6450269818,
34.16638899,-0.643304646,
34.24938917,-0.5332738161,
34.33238912,-0.6110748649,
34.41438913,-0.7515660524,
34.49738908,-0.7831455469,
34.58038902,-0.9318014979,
34.66238904,-0.8070496321,
34.74538898,-0.4171775877,
34.82838917,-0.7033822536,
34.91038918,-0.909642458,
34.99338913,-0.7177498341,
35.07838917,-0.7036336064,
35.16280818,-0.6309954524,
35.2448082,-1.045639157,
35.32680821,-0.7979214787,
35.40980816,-0.5615298748,
35.4928081,-0.8688614368,
35.57380819,-0.5584613681,
35.65680814,-0.8233715296,
35.73980808,-0.9188129306,
35.82280803,-0.7290648818,
35.90480804,-0.6489753127,
35.98780799,-0.433304131,
36.07080817,-0.7057327628,
36.15280819,-1.058311582,
36.23580813,-0.5535947084,
36.31880808,-0.2971110642,
36.4008081,-0.5998477936,
36.48380804,-0.3423553705,
36.56680799,-0.5897616148,
36.648808,-0.4240521789,
36.73180819,-0.9475905895,
36.8138082,-0.6245087981,
36.89580798,-0.5223220587,
36.97880816,-0.9233417511,
37.06180811,-0.6593136191,
37.14380813,-0.5644711852,
37.22680807,-0.3589851856,
37.30980802,-0.514706552,
37.3928082,-0.5462182164,
37.47480822,-0.5858952403,
37.55780816,-0.6335528493,
37.6428082,-0.5711455345,
37.72630501,-0.6993225813,
37.80930519,-0.5378648639,
37.89130521,-0.5520235896,
37.97430515,-0.6062241197,
38.0573051,-0.5227900147,
38.13930511,-0.6002177,
38.22130513,-0.5232768059,
38.30430508,-0.7691289783,
38.38630509,-0.739653945,
38.46930504,-0.7141931653,
38.55230498,-0.5718892813,
38.634305,-0.4892009199,
38.71730518,-0.7705512047,
38.80030513,-0.7422181368,
38.88230515,-0.6431189775,
38.96530509,-0.4413389266,
39.04830503,-0.580047965,
39.13130498,-3.861360312,
39.213305,-1.810073137,
39.29630518,-0.09135819972,
39.37930512,-0.6271096468,
39.46130514,-0.4054355025,
39.54330516,-0.3301818967,
39.6263051,-0.6677435637,
39.70830512,-0.8214717507,
39.79130507,-1.013129473,
39.87430501,-0.6092849374,
39.95730519,0.3299127817,
40.03930521,0.08960676193,
40.12230515,0.8415566087,
40.20730519,0.8998823166,
40.29443598,0.09332645684,
40.37743616,3.089002132,
40.45943618,-0.4806418717,
40.54243612,-5.229649544,
40.62443614,-4.742129326,
40.70743608,-2.469497681,
40.79043603,-2.6224792,
40.87143612,-2.89387393,
40.95443606,-2.061137676,
41.03743601,-3.399543285,
41.11943603,-3.972586155,
41.20243597,-4.284379482,
41.28443599,-6.589931488,
41.36743617,-11.03362465,
41.45043612,-14.34388924,
41.53343606,10.90247917,
41.61543608,-42.39532852,
41.69843602,13.81693077,
41.78143597,-31.59441757,
41.86443615,0.008110523224,
41.94743609,-14.36088085,
42.02943611,-8.036333084,
42.11243606,0.3580751419,
42.19343615,-0.1913128793,
42.27643609,12.06245232,
42.35843611,-0.1566070318,
42.44143605,-5.32634449,
42.524436,-3.235539436,
42.60643601,0.3019118905,
42.68943596,0.04797041416,
42.774436,-1.369760513,
42.85771918,-0.8032979965,
42.9397192,-0.6687438488,
43.02271914,-0.9877101183,
43.10471916,-0.4881720841,
43.18771911,-0.8642200828,
43.27071929,-0.9878441095,
43.35271931,-0.2352703959,
43.43571925,-0.5439189076,
43.5167191,-0.8829927444,
43.59971929,-0.5826000571,
43.68271923,-0.6743585467,
43.76471925,-0.9561011195,
43.84771919,-0.7072645426,
43.93071914,-0.7186166048,
44.01371908,-0.8629277945,
44.0957191,-0.9267685413,
44.17871928,-0.6225404143,
44.26171923,-0.6504688859,
44.34371924,-0.7540022731,
44.42671919,-0.7862040997,
44.50971913,-0.3826306462,
44.59171915,-0.6414103508,
44.6747191,-0.7778047919,
44.75771928,-0.9291419387,
44.83871913,-0.4843901396,
44.92171931,-0.5967186093,
45.00471926,-1.012602806,
45.08671927,-0.4607675672,
45.16971922,-0.5136058927,
45.25271916,-0.7947715521,
45.3377192,-0.8636541367,
45.42305899,-0.6761242747,
45.505059,-0.7159742713,
45.58805919,-0.6633092165,
45.67105913,-0.8319175839,
45.75405908,-0.5595211387,
45.83605909,-0.662104547,
45.91905904,-0.8551681638,
46.00205898,-0.7273688316,
46.084059,-0.6257653236,
46.16705918,-0.7844201326,
46.24905896,-0.5355318785,
46.33105898,-0.5690736175,
46.41405916,-0.7967889309,
46.49705911,-0.9224750996,
46.57905912,-0.6860973239,
46.66205907,-0.585496664,
46.74505901,-0.6928291321,
46.82705903,-0.5999228954,
46.91005898,-0.7572782636,
46.99305916,-0.8009780645,
47.07505918,-0.7926527262,
47.15805912,-0.7755033374,
47.24105906,-0.816812396,
47.32405901,-0.5550875068,
47.40605903,-0.7286311388,
47.48805904,-0.6316731572,
47.57105899,-0.4746310413,
47.65305901,-0.6314262152,
47.73605919,-0.8050832152,
47.81905913,-0.7355707884,
47.90405917,-0.4889467359,
47.98631001,-0.8210576177,
48.06831002,-0.633472085,
48.15130997,-0.4409677386,
48.23430991,-0.7332779169,
48.31630993,-0.7988259792,
48.39931011,-0.5041689277,
48.48231006,-0.5376508236,
48.56431007,-0.7163430452,
48.64731002,-0.9777632952,
48.73030996,-0.6755621433,
48.81230998,-0.7224679589,
48.89431,-0.7049613595,
48.97730994,-0.7399718761,
49.06031013,-0.6331697702,
49.1423099,-0.7557775974,
49.22531009,-0.7246702909,
49.30831003,-0.5484659672,
49.39031005,-0.755099535,
49.47330999,-0.5737785101,
49.55630994,-0.6101799011,
49.63830996,-0.8587836623,
49.7213099,-0.847848475,
49.80431008,-0.7963780165,
49.8863101,-0.6286963224,
49.96931005,-0.807403028,
50.05230999,-0.7394614816,
50.13431001,-0.8803755641,
50.21631002,-0.892662704,
50.29930997,-0.7865979075,
50.38130999,-0.5480852127,
50.46730995,-0.5883038044,
50.5527122,-0.5848295689,
50.63471222,-0.561833024,
50.71771216,-0.8032242656,
50.80071211,-0.6692225337,
50.88271213,-0.3737581074,
50.96571207,-0.7070580125,
51.04871202,-0.3024142087,
51.13071203,-0.9121440649,
51.21371222,-1.449565411,
51.29571223,-1.675840974,
51.37871218,-0.9350452423,
51.46171212,-0.4377194345,
51.54271221,-0.4438639879,
51.62571216,-0.722499311,
51.7087121,-0.3604999781,
51.79071212,-1.160849333,
51.87371206,-0.5978779197,
51.95671201,-0.5291721225,
52.03871202,-0.3604834378,
52.12171221,-0.1282682717,
52.20471215,0.4662957788,
52.2877121,1.197129369,
52.36971211,-0.8182103038,
52.45271206,-5.145754337,
52.535712,6.376248837,
52.61771202,-8.066654205,
52.7007122,-5.143372059,
52.78271222,-3.29364109,
52.86471224,-1.00011766,
52.94771218,-4.137378216,
53.03271222,-4.091444969,
53.11581707,-3.823034763,
53.19781709,-6.164061546,
53.28081727,-7.411704063,
53.36281705,-7.891608715,
53.44581723,-7.616910934,
53.52781725,-11.92063522,
53.61081719,-45.95924377,
53.69381714,6.849365234,
53.77681708,-2.724771976,
53.8588171,-4.397345066,
53.94181705,9.054936409,
54.02381706,-4.632183552,
54.10681725,1.521193981,
54.1878171,3.925134897,
54.27081704,3.656077147,
54.35281706,-1.586167693,
54.43581724,-0.8910745382,
54.51781726,-1.77769351,
54.6008172,0.4942927957,
54.68281722,-0.5668799877,
54.76581717,-1.255567789,
54.84881711,-0.3604984581,
54.93081713,-0.1374339759,
55.01381707,-0.8233759403,
55.09681726,-0.751698494,
55.17881727,-0.4037747681,
55.26181722,-0.4386127293,
55.34481716,-1.209295034,
55.42581725,-1.585255384,
55.5088172,-1.032803297,
55.59381723,-0.6691497564,
55.6811192,-0.8039925098,
55.76311922,-0.726147294,
55.84611917,-0.4768488407,
55.92811918,-0.6020932198,
56.01111913,-0.8502400517,
56.09411907,-0.9604637623,
56.17611909,-1.003245711,
56.25911903,-0.8636937141,
56.34211922,-0.9542831779,
56.42411923,-0.826690197,
56.50711918,-0.5734803677,
56.59011912,-0.589378655,
56.67211914,-0.5937700272,
56.75511909,-0.3893878162,
56.8371191,-0.7329247594,
56.91911912,-1.103028536,
57.00211906,-0.6891391873,
57.08511901,-0.6163337231,
57.16711903,-0.8904990554,
57.25011921,-0.6143295169,
57.33311915,-0.4211888015,
57.4161191,-0.712033987,
57.49811912,-0.6175932288,
57.58111906,-0.8286992908,
57.66411901,-0.7746719122,
57.74611902,-0.6511554718,
57.82911921,-0.9748235941,
57.91211915,-0.1253043264,
57.99411917,-0.9110355973,
58.07711911,-0.7403514385,
58.16211915,-0.3909882605,
58.24707508,-0.4988388717,
58.3290751,-0.8730631471,
58.41207504,-0.7132373452,
58.49407506,-0.7195186019,
58.577075,-0.6584595442,
58.66007495,-0.7945917845,
58.74207497,-0.9795123935,
58.82507491,-0.6784779429,
58.90807509,-0.6900878549,
58.99007511,-1.021139145,
59.07307506,-0.9640205503,
59.156075,-0.9621222019,
59.23807502,-0.7737311721,
59.32107496,-0.5363111496,
59.40407491,-0.7072100639,
59.48607492,-0.6603646874,
59.56807494,-0.6435802579,
59.65107489,-0.6973055005,
59.73407507,-0.4829584062,
59.81607509,-0.7433909178,
59.89907503,-0.9394971728,
59.98207498,-0.7754524946,
60.06407499,-0.8976155519,
60.14707494,-0.8259941339,
60.23007488,-0.6752567887,
60.3120749,-0.8216862082,
60.39507508,-0.9063783288,
60.47807503,-0.7354197502,
60.56007504,-0.7005428076,
60.64307499,-0.7866788507,
60.72807503,-0.6891267896,
60.8113811,-0.7703472376,
60.89338112,-0.3138476908,
60.97438121,-0.4262780845,
61.05738115,-0.8874536753,
61.1403811,-1.008843422,
61.22238111,-0.6862300634,
61.30538106,-0.635867238,
61.388381,-0.9965046644,
61.47138119,-0.7728800178,
61.5533812,-0.5670461059,
61.63638115,-0.5759631395,
61.71938109,-0.4609144628,
61.80138111,-1.109308124,
61.88438106,-1.034674406,
61.967381,-0.811598897,
62.04938102,-0.5805544257,
62.1323812,-0.7639780045,
62.21438098,-0.7207099795,
62.296381,-0.5933297873,
62.37938118,-0.9383268952,
62.46238112,-0.8179474473,
62.54438114,-0.6377459168,
62.62738109,-0.8918362856,
62.71038103,-0.867141366,
62.79238105,-0.5935201645,
62.87538099,-0.7213751078,
62.95838118,-0.8436939716,
63.04138112,-0.9099506736,
63.12338114,-0.9548522234,
63.20638108,-0.8458721042,
63.29138112,-0.875353694,
63.37360811,-0.7398298383,
63.4566083,-0.8134334683,
63.53860831,-0.7163698077,
63.62060809,-0.9829403162,
63.70360827,-0.6645032167,
63.78560829,-0.6549543738,
63.86860824,-0.6539194584,
63.95160818,-0.8620324731,
64.0336082,-0.8474708796,
64.11660814,-0.70501405,
64.19960809,-0.9486657977,
64.2816081,-0.8784343004,
64.36460829,-0.7415812016,
64.44760823,-0.4355419576,
64.52960825,-0.6297687888,
64.61260819,-0.5329726934,
64.69560814,-0.6694026589,
64.77860808,-0.8259384036,
64.8606081,-0.7391717434,
64.94260812,-0.5748230815,
65.0256083,-0.5402199626,
65.10760808,-0.5830982924,
65.19060826,-0.8232302666,
65.27360821,-0.5685295463,
65.35560822,-0.6855739355,
65.43860817,-0.8561291099,
65.52160811,-0.6423328519,
65.60360813,-0.6728966236,
65.68660831,-0.6023438573,
65.76960826,-0.5788354874,
65.8546083,-0.363191545,
65.94129992,-1.070399523,
66.02329993,-0.8267662525,
66.10630012,-0.6045771837,
66.18930006,-0.8942731023,
66.27029991,-0.947602272,
66.35330009,-0.7334692478,
66.43630004,-0.722966373,
66.51929998,-0.9768481255,
66.6013,-0.614621222,
66.68429995,-0.8561159372,
66.76729989,-0.7684446573,
66.84929991,-0.8392447829,
66.93230009,-0.8155578375,
67.01530004,-0.5702420473,
67.09730005,-0.6537659764,
67.1803,-0.7205756307,
67.26329994,-0.7578904033,
67.34529996,-0.7034249902,
67.4282999,-0.8782331944,
67.51130009,-0.5582255721,
67.59229994,-0.4337026179,
67.67529988,-0.7658160329,
67.75830007,-0.9493162036,
67.84030008,-0.5986292362,
67.92330003,-0.59027946,
68.00629997,-0.7898506522,
68.08929992,-0.6893433332,
68.17129993,-1.025928378,
68.25430012,-0.6038562059,
68.33730006,-0.7545283437,
68.4223001,-0.9112612009,
68.50456405,-0.8471050262,
68.58656406,-0.8298112154,
68.66956401,-0.64133811,
68.75256395,-0.5963630676,
68.83456397,-0.4861577749,
68.91756415,-0.3091437519,
68.99956417,-0.8426855206,
69.08156395,-0.8663921952,
69.16456413,-0.924263835,
69.24756408,-0.9272714257,
69.32956409,-0.9162587523,
69.41256404,-0.6173452735,
69.49556398,-0.5502570868,
69.577564,-0.5319070816,
69.66056395,-0.6716939211,
69.74356413,-0.6704264879,
69.82656407,-0.7381441593,
69.90856409,-0.6205260754,
69.99156404,-0.9461025596,
70.07456398,-0.8837615252,
70.156564,-0.7511726022,
70.23956394,-0.5627033114,
70.32156396,-0.7088102102,
70.40356398,-0.8372207284,
70.48656416,-0.7764264345,
70.5695641,-0.7927541733,
70.65156412,-0.5787218809,
70.73456407,-0.6232198477,
70.81756401,-0.5813794732,
70.89956403,-0.5703466535,
70.98556399,-0.5172439814,
71.07100224,-0.817548275,
71.15300226,-0.4057024419,
71.23600221,-0.6687002182,
71.31900215,-0.7609735727,
71.40100217,-0.7133392096,
71.48400211,-0.6889312863,
71.56700206,-0.6394658089,
71.64800215,-0.8369708657,
71.73100209,-0.7908508778,
71.81400228,-0.941906929,
71.89600205,-1.002399206,
71.97900224,-0.668933928,
72.06200218,-0.6136716008,
72.1440022,-0.6738595963,
72.22700214,-0.7376970053,
72.31000209,-0.7821061611,
72.39200211,-0.7965356708,
72.47500205,-0.7508702278,
72.55800223,-0.4715226293,
72.64000225,-0.6392092705,
72.7230022,-0.6084705591,
72.80600214,-0.6463758945,
72.88800216,-0.802533865,
72.97000217,-0.7146993279,
73.05300212,-0.7637717724,
73.13600206,-0.7234147787,
73.21800208,-0.7658374906,
73.30100226,-0.7147724032,
73.38400221,-0.5499045849,
73.46600223,-0.8232711554,
73.55200219,-0.8622993827,
73.63581824,-0.7136148214,
73.71781826,-0.898734808,
73.8008182,-0.9754621387,
73.88281822,-0.7271302342,
73.96581817,-0.8044402599,
74.04881811,-0.7095012665,
74.13081813,-0.7000772953,
74.21381807,-0.9044462442,
74.29681826,-0.8286603093,
74.37781811,-0.99310112,
74.46081805,-0.7252373695,
74.54381824,-0.8270071745,
74.62581825,-1.050024629,
74.7088182,-0.6332275867,
74.79181814,-0.5314583182,
74.87481809,-0.6273818016,
74.9568181,-0.8180404902,
75.03981805,-0.7831584811,
75.12281823,-0.6296803951,
75.20481825,-0.6562772393,
75.28781819,-0.6754787564,
75.37081814,-0.9675382376,
75.45281816,-1.111240864,
75.5358181,-1.104973793,
75.61881804,-0.6735870838,
75.69981813,-0.5887226462,
75.78281808,-0.3752332926,
75.86581826,-0.5526765585,
75.94781828,-0.7774537206,
76.03081822,-0.8898720741,
76.11581826,-0.7343405485,
76.20349622,-0.938698411,
76.28549623,-0.7999361753,
76.36849618,-0.5916148424,
76.4504962,-0.9104246497,
76.53349614,-0.9708903432,
76.61649609,-0.9178261757,
76.6984961,-1.086665034,
76.78149605,-0.6215311885,
76.86449623,-0.6759932041,
76.94649625,-0.9361504316,
77.02849603,-0.29095608,
77.11149621,-0.4387701452,
77.19349623,-0.5426476002,
77.27649617,-0.8211970329,
77.35949612,-0.4253872037,
77.44149613,-0.5830093026,
77.52449608,-0.6095651388,
77.60749602,-0.8603692651,
77.68949604,-1.061668038,
77.77249622,-0.8010630608,
77.85549617,-0.6763682961,
77.93749619,-0.7103090286,
78.02049613,-0.5554581285,
78.10349607,-0.7980754972,
78.18649602,-0.9230425954,
78.26849604,-0.6415134668,
78.35049605,-0.9697239995,
78.43349624,-0.9870979786,
78.51549625,-0.9665560126,
78.5984962,-0.9084774256,
78.68349624,-0.6726986766,
78.766752,-0.7638865113,
78.84975219,-0.5839706659,
78.9317522,-0.6082348228,
79.01475215,-0.3516683877,
79.09775209,-0.735662818,
79.17975211,-0.7984986305,
79.26275206,-1.115272522,
79.345752,-0.8510667086,
79.42775202,-0.5226705074,
79.5107522,-0.5852763653,
