0.5,0.51947,0.57368,0.65632,0.76105,0.88158,1.0116,1.1447,1.2747,1.3953,1.5,1.5838,1.6465,1.689,1.7122,1.7171,1.7046,1.6757,1.6314,1.5725,1.5,1.4152,1.3202,1.2177,1.1101,1,0.88989,0.78232,0.67979,0.58484,0.5,0.42753,0.36863,0.32426,0.29537,0.28289,0.28779,0.311,0.35347,0.41616,0.5,0.60474,0.72526,0.85526,0.98842,1.1184,1.2389,1.3437,1.4263,1.4805,1.5
0,-0.0056842,-0.020211,-0.039789,-0.060632,-0.078947,-0.090947,-0.092842,-0.080842,-0.051158,0,0.074895,0.16968,0.279,0.39747,0.51974,0.64042,0.75416,0.85558,0.93932,1,1.0341,1.0455,1.0398,1.0227,1,0.97726,0.96021,0.95453,0.96589,1,1.0607,1.1444,1.2458,1.3596,1.4803,1.6025,1.721,1.8303,1.9251,2,2.0512,2.0808,2.0928,2.0909,2.0789,2.0606,2.0398,2.0202,2.0057,2
